domain,accession,GC_per,temp_cat
bacteria,GCF_000463015.1,67.16 ,mesophilic
bacteria,GCF_000745855.1,69.79 ,mesophilic
bacteria,GCF_004682015.1,68.45 ,mesophilic
bacteria,GCF_000426125.1,68.00 ,mesophilic
bacteria,GCF_000215705.1,70.00 ,mesophilic
bacteria,GCA_002427815.1,65.50 ,mesophilic
bacteria,GCF_000293865.2,58.50 ,mesophilic
bacteria,GCF_001412535.1,59.93 ,psychrophilic/psychrotrophilic
bacteria,GCF_001269345.1,60.35 ,psychrophilic/psychrotrophilic
bacteria,GCF_003063455.1,59.25 ,mesophilic
bacteria,GCF_001269365.1,52.08 ,psychrophilic/psychrotrophilic
bacteria,GCF_003063475.1,55.89 ,psychrophilic/psychrotrophilic
bacteria,GCF_000302535.1,64.90 ,mesophilic
bacteria,GCF_000238595.1,64.40 ,mesophilic
bacteria,GCF_000204195.1,64.86 ,mesophilic
bacteria,GCF_000015565.1,65.24 ,mesophilic
bacteria,GCF_000193225.1,65.67 ,mesophilic
bacteria,GCF_002157145.1,64.24 ,mesophilic
bacteria,GCF_900107605.1,64.64 ,mesophilic
bacteria,GCF_000175235.1,64.95 ,mesophilic
bacteria,GCF_000176855.2,68.82 ,mesophilic
bacteria,GCF_900104515.1,68.57 ,mesophilic
bacteria,GCF_900100305.1,68.94 ,mesophilic
bacteria,GCF_900112675.1,68.20 ,mesophilic
bacteria,GCF_900102625.1,65.59 ,mesophilic
bacteria,GCF_900113035.1,68.44 ,mesophilic
bacteria,GCF_000688255.1,61.47 ,psychrophilic/psychrotrophilic
bacteria,GCF_003008595.1,63.29 ,mesophilic
bacteria,GCF_000964545.1,61.60 ,mesophilic
bacteria,GCF_000761245.1,61.30 ,mesophilic
bacteria,GCF_001598795.1,66.77 ,mesophilic
bacteria,GCF_000429845.1,63.28 ,mesophilic
bacteria,GCF_002056725.1,59.63 ,mesophilic
bacteria,GCF_000739875.1,65.19 ,mesophilic
bacteria,GCF_000484635.1,65.96 ,mesophilic
bacteria,GCF_000204645.1,67.90 ,mesophilic
bacteria,GCF_003008535.1,66.80 ,mesophilic
bacteria,GCF_000422885.1,58.59 ,psychrophilic/psychrotrophilic
bacteria,GCF_002158865.1,67.93 ,mesophilic
bacteria,GCF_000374625.1,63.58 ,mesophilic
bacteria,GCF_900110225.1,64.21 ,mesophilic
bacteria,GCF_900129055.1,61.56 ,mesophilic
bacteria,GCF_001761385.1,61.30 ,mesophilic
bacteria,GCF_001592285.1,67.27 ,psychrophilic/psychrotrophilic
bacteria,GCF_002837135.1,63.80 ,mesophilic
bacteria,GCF_000696225.1,66.22 ,mesophilic
bacteria,GCF_000828895.1,66.04 ,mesophilic
bacteria,GCF_005952805.1,66.24 ,mesophilic
bacteria,GCF_002116905.1,69.72 ,mesophilic
bacteria,GCF_004340905.1,71.10 ,mesophilic
bacteria,GCF_000284255.1,71.24 ,mesophilic
bacteria,GCF_000244995.1,68.76 ,mesophilic
bacteria,GCF_000430725.1,68.76 ,mesophilic
bacteria,GCF_003100395.1,67.29 ,mesophilic
bacteria,GCF_000019785.1,68.90 ,mesophilic
bacteria,GCF_000015725.1,68.78 ,mesophilic
bacteria,GCF_000733775.1,62.51 ,mesophilic
bacteria,GCF_000377645.1,69.91 ,mesophilic
bacteria,GCF_000253115.1,63.76 ,mesophilic
bacteria,GCF_002028405.1,65.04 ,mesophilic
bacteria,GCF_001418255.1,65.09 ,mesophilic
bacteria,GCF_000482785.1,69.90 ,mesophilic
bacteria,GCF_002812705.1,64.26 ,mesophilic
bacteria,GCF_002192695.1,67.50 ,mesophilic
bacteria,GCA_000974745.1,68.20 ,mesophilic
bacteria,GCF_001571365.1,67.63 ,mesophilic
bacteria,GCF_003096315.1,68.10 ,mesophilic
bacteria,GCF_000067205.1,65.48 ,mesophilic
bacteria,GCF_900445835.1,61.60 ,mesophilic
bacteria,GCF_900078335.1,65.60 ,mesophilic
bacteria,GCF_001525555.1,67.67 ,mesophilic
bacteria,GCF_000382185.1,63.46 ,mesophilic
bacteria,GCF_000209655.1,56.89 ,mesophilic
bacteria,GCF_002443155.1,56.65 ,mesophilic
bacteria,GCA_003533245.1,55.15 ,mesophilic
bacteria,GCF_000219915.2,54.78 ,mesophilic
bacteria,GCF_000521505.1,54.22 ,mesophilic
bacteria,GCF_000276685.1,37.34 ,mesophilic
bacteria,GCF_000506865.1,38.92 ,mesophilic
bacteria,GCF_000372065.1,46.41 ,mesophilic
bacteria,GCF_000373745.1,44.62 ,mesophilic
bacteria,GCF_000621025.1,46.51 ,mesophilic
bacteria,GCF_000170915.1,52.18 ,mesophilic
bacteria,GCF_900637555.1,65.70 ,mesophilic
bacteria,GCF_000250875.1,65.28 ,mesophilic
bacteria,GCF_003315195.1,55.20 ,mesophilic
bacteria,GCF_000297775.1,61.60 ,mesophilic
bacteria,GCF_000205025.1,48.14 ,mesophilic
bacteria,GCF_001618065.1,49.00 ,mesophilic
bacteria,GCF_003044935.1,49.15 ,mesophilic
bacteria,GCF_000186165.1,49.62 ,mesophilic
bacteria,GCF_003315235.1,52.40 ,mesophilic
bacteria,GCF_900638555.1,51.70 ,mesophilic
bacteria,GCF_000176735.1,52.00 ,mesophilic
bacteria,GCF_000193795.1,52.29 ,mesophilic
bacteria,GCF_901482445.1,52.30 ,mesophilic
bacteria,GCF_000173895.1,50.81 ,mesophilic
bacteria,GCF_000174655.1,50.90 ,mesophilic
bacteria,GCF_000227275.1,51.03 ,mesophilic
bacteria,GCF_003044565.1,51.10 ,mesophilic
bacteria,GCF_003028315.1,51.05 ,mesophilic
bacteria,GCF_000193735.1,50.81 ,mesophilic
bacteria,GCF_000194925.1,59.58 ,mesophilic
bacteria,GCF_900638685.1,49.00 ,mesophilic
bacteria,GCF_000227765.1,48.62 ,mesophilic
bacteria,GCF_000745955.1,45.35 ,mesophilic
bacteria,GCF_900230205.1,46.60 ,mesophilic
bacteria,GCF_900111845.1,46.64 ,mesophilic
bacteria,GCF_000190695.1,54.09 ,mesophilic
bacteria,GCF_000160435.1,54.33 ,mesophilic
bacteria,GCF_000428785.1,56.21 ,mesophilic
bacteria,GCF_000620925.1,50.78 ,psychrophilic/psychrotrophilic
bacteria,GCF_900187105.1,55.70 ,mesophilic
bacteria,GCF_000226875.1,57.89 ,mesophilic
bacteria,GCF_000600005.1,41.27 ,mesophilic
bacteria,GCF_000745895.1,45.57 ,mesophilic
bacteria,GCF_000007705.1,64.83 ,mesophilic
bacteria,GCF_000711885.1,62.23 ,mesophilic
bacteria,GCF_002217795.2,59.31 ,mesophilic
bacteria,GCF_000422925.1,62.22 ,psychrophilic/psychrotrophilic
bacteria,GCF_000174355.1,64.66 ,mesophilic
bacteria,GCF_900177275.1,63.42 ,mesophilic
bacteria,GCF_000527175.1,64.19 ,mesophilic
bacteria,GCF_000423285.1,62.41 ,mesophilic
bacteria,GCF_000620105.1,64.23 ,mesophilic
bacteria,GCF_000420525.1,49.77 ,mesophilic
bacteria,GCF_000428145.1,62.63 ,mesophilic
bacteria,GCF_000430805.1,60.34 ,mesophilic
bacteria,GCF_000429785.1,56.06 ,mesophilic
bacteria,GCF_000620145.1,49.03 ,mesophilic
bacteria,GCF_000374805.1,66.42 ,mesophilic
bacteria,GCF_000711875.1,59.88 ,mesophilic
bacteria,GCF_900176275.1,62.11 ,mesophilic
bacteria,GCF_900115065.1,58.81 ,mesophilic
bacteria,GCF_900119825.1,62.86 ,mesophilic
bacteria,GCF_000428465.1,68.89 ,mesophilic
bacteria,GCF_000376945.1,54.55 ,mesophilic
bacteria,GCF_000384155.1,50.40 ,mesophilic
bacteria,GCF_000378225.1,49.61 ,mesophilic
bacteria,GCF_000023705.1,45.51 ,mesophilic
bacteria,GCF_000093025.1,42.64 ,psychrophilic/psychrotrophilic
bacteria,GCF_000981505.1,36.97 ,psychrophilic/psychrotrophilic
bacteria,GCF_000156155.1,35.37 ,mesophilic
bacteria,GCF_000168995.1,37.93 ,mesophilic
bacteria,GCF_000953015.1,44.52 ,mesophilic
bacteria,GCF_000013705.1,55.72 ,mesophilic
bacteria,GCF_000023745.1,54.61 ,mesophilic
bacteria,GCF_005502435.1,58.70 ,mesophilic
bacteria,GCF_000145255.1,52.75 ,mesophilic
bacteria,GCF_000025705.1,57.54 ,mesophilic
bacteria,GCF_000974685.2,55.90 ,mesophilic
bacteria,GCA_002632355.1,57.00 ,mesophilic
bacteria,GCF_001530125.1,62.80 ,mesophilic
bacteria,GCF_000376425.1,62.70 ,mesophilic
bacteria,GCF_000012745.1,66.07 ,mesophilic
bacteria,GCF_000310145.2,65.90 ,mesophilic
bacteria,GCF_001922305.1,67.29 ,mesophilic
bacteria,GCF_003030465.1,67.17 ,mesophilic
bacteria,GCF_000310205.1,66.58 ,mesophilic
bacteria,GCF_001051995.2,66.42 ,mesophilic
bacteria,GCF_001682385.1,67.83 ,mesophilic
bacteria,GCF_003345255.1,63.58 ,thermophilic
bacteria,GCF_000349945.1,65.02 ,mesophilic
bacteria,GCF_000025965.1,64.70 ,mesophilic
bacteria,GCF_000373965.1,56.57 ,mesophilic
bacteria,GCF_000214035.1,66.97 ,mesophilic
bacteria,GCF_000378945.1,66.49 ,mesophilic
bacteria,GCF_000012425.1,59.25 ,mesophilic
bacteria,GCF_000429605.1,62.82 ,mesophilic
bacteria,GCF_001956855.1,61.30 ,mesophilic
bacteria,GCF_000429665.1,65.45 ,mesophilic
bacteria,GCA_003252145.1,59.90 ,mesophilic
bacteria,GCF_004217225.1,65.20 ,mesophilic
bacteria,GCA_002345025.1,63.00 ,mesophilic
bacteria,GCF_000024165.1,63.97 ,mesophilic
bacteria,GCF_900099695.1,61.29 ,mesophilic
bacteria,GCA_000934545.1,55.15 ,mesophilic
bacteria,GCF_000828635.1,63.27 ,mesophilic
bacteria,GCF_000175095.2,44.79 ,mesophilic
bacteria,GCF_000219585.1,45.44 ,mesophilic
bacteria,GCF_003201195.1,48.10 ,mesophilic
bacteria,GCF_900167395.1,50.70 ,mesophilic
bacteria,GCF_000196355.1,53.88 ,mesophilic
bacteria,GCF_900110185.1,53.50 ,mesophilic
bacteria,GCF_000355765.4,53.64 ,mesophilic
bacteria,GCA_004555545.1,33.30 ,mesophilic
bacteria,GCF_000425565.1,64.86 ,thermophilic
bacteria,GCF_000021485.1,58.77 ,mesophilic
bacteria,GCF_003966655.1,58.43 ,mesophilic
bacteria,GCF_000214095.2,56.59 ,mesophilic
bacteria,GCF_000175575.2,61.41 ,thermophilic
bacteria,GCF_002795805.1,51.49 ,mesophilic
bacteria,GCF_002795825.1,53.66 ,mesophilic
bacteria,GCF_000153765.1,54.01 ,mesophilic
bacteria,GCF_000009265.1,60.86 ,mesophilic
bacteria,GCF_004123835.1,60.80 ,mesophilic
bacteria,GCF_000023185.1,60.77 ,mesophilic
bacteria,GCF_001657485.1,60.82 ,psychrophilic/psychrotrophilic
bacteria,GCF_000371905.1,60.67 ,mesophilic
bacteria,GCF_000419745.1,60.81 ,mesophilic
bacteria,GCF_000292525.1,60.82 ,mesophilic
bacteria,GCF_000271845.1,61.01 ,mesophilic
bacteria,GCF_000172795.2,61.12 ,mesophilic
bacteria,GCF_000092045.1,61.03 ,mesophilic
bacteria,GCF_900094625.1,61.08 ,mesophilic
bacteria,GCF_000298315.2,59.44 ,mesophilic
bacteria,GCF_000282035.1,59.90 ,mesophilic
bacteria,GCF_000577275.1,59.65 ,mesophilic
bacteria,GCF_000419765.1,59.46 ,mesophilic
bacteria,GCF_001908375.1,59.52 ,mesophilic
bacteria,GCF_000799755.1,59.90 ,mesophilic
bacteria,GCF_000359745.1,59.89 ,thermophilic
bacteria,GCF_000426285.1,59.38 ,mesophilic
bacteria,GCF_000757525.1,60.75 ,mesophilic
bacteria,GCF_002968635.1,60.31 ,mesophilic
bacteria,GCF_002968575.1,60.04 ,mesophilic
bacteria,GCF_000731315.1,61.23 ,mesophilic
bacteria,GCF_000092025.1,59.04 ,mesophilic
bacteria,GCF_005221325.1,59.30 ,mesophilic
bacteria,GCA_003241215.1,59.10 ,mesophilic
bacteria,GCF_000300855.1,61.23 ,mesophilic
bacteria,GCF_001541345.2,57.60 ,mesophilic
bacteria,GCF_000016285.1,57.47 ,mesophilic
bacteria,GCF_000018545.1,62.42 ,mesophilic
bacteria,GCF_000265205.3,61.89 ,mesophilic
bacteria,GCF_002944405.1,62.20 ,mesophilic
bacteria,GCF_000378985.1,62.28 ,mesophilic
bacteria,GCF_000421085.1,61.94 ,mesophilic
bacteria,GCF_006539625.1,62.10 ,mesophilic
bacteria,GCF_000375585.1,62.01 ,mesophilic
bacteria,GCF_000427465.1,62.03 ,mesophilic
bacteria,GCF_000017145.1,61.15 ,mesophilic
bacteria,GCF_000510685.1,61.63 ,mesophilic
bacteria,GCF_000513895.1,61.83 ,mesophilic
bacteria,GCF_000799055.1,62.77 ,mesophilic
bacteria,GCF_000379605.1,60.67 ,mesophilic
bacteria,GCF_000960975.1,62.14 ,mesophilic
bacteria,GCF_002043005.1,62.41 ,mesophilic
bacteria,GCF_002216815.1,36.40 ,mesophilic
bacteria,GCF_000183665.1,35.24 ,mesophilic
bacteria,GCF_000325745.1,35.36 ,mesophilic
bacteria,GCF_000154705.2,59.81 ,mesophilic
bacteria,GCF_000009625.1,62.51 ,mesophilic
bacteria,GCF_002356515.1,62.90 ,mesophilic
bacteria,GCF_000472785.1,62.17 ,mesophilic
bacteria,GCF_000517145.1,62.38 ,mesophilic
bacteria,GCF_000472705.1,62.66 ,mesophilic
bacteria,GCF_000513935.1,62.70 ,mesophilic
bacteria,GCF_000230995.2,62.84 ,mesophilic
bacteria,GCF_000176035.2,62.87 ,mesophilic
bacteria,GCF_000185905.1,62.56 ,mesophilic
bacteria,GCF_000519305.1,62.59 ,mesophilic
bacteria,GCF_000359125.1,62.40 ,mesophilic
bacteria,GCF_001686985.1,62.87 ,mesophilic
bacteria,GCF_000427725.1,63.09 ,mesophilic
bacteria,GCF_900177325.1,65.00 ,mesophilic
bacteria,GCF_000497755.1,64.38 ,mesophilic
bacteria,GCF_000014245.1,61.10 ,mesophilic
bacteria,GCF_000017405.1,56.13 ,mesophilic
bacteria,GCF_001575075.1,56.10 ,mesophilic
bacteria,GCF_000182645.1,57.74 ,mesophilic
bacteria,GCF_000007125.1,57.22 ,mesophilic
bacteria,GCF_002252445.1,51.65 ,mesophilic
bacteria,GCF_000282595.1,53.00 ,mesophilic
bacteria,GCF_000196435.1,38.82 ,mesophilic
bacteria,GCF_002777915.1,38.40 ,mesophilic
bacteria,GCF_000280015.1,36.88 ,mesophilic
bacteria,GCF_900638635.1,39.10 ,mesophilic
bacteria,GCF_000278115.1,38.73 ,mesophilic
bacteria,GCF_000278295.1,38.61 ,mesophilic
bacteria,GCF_000046705.1,38.23 ,mesophilic
bacteria,GCF_000312545.1,38.61 ,mesophilic
bacteria,GCF_000278155.1,37.92 ,mesophilic
bacteria,GCF_000706645.1,35.69 ,mesophilic
bacteria,GCF_002022445.1,35.94 ,mesophilic
bacteria,GCF_000278255.1,36.99 ,mesophilic
bacteria,GCF_000015445.1,38.24 ,mesophilic
bacteria,GCF_001293565.1,50.13 ,mesophilic
bacteria,GCF_004331955.1,66.56 ,mesophilic
bacteria,GCF_900113065.1,67.54 ,mesophilic
bacteria,GCF_900104035.1,67.83 ,mesophilic
bacteria,GCF_000382705.1,67.28 ,psychrophilic/psychrotrophilic
bacteria,GCF_001463885.1,64.85 ,mesophilic
bacteria,GCF_000153705.1,61.23 ,mesophilic
bacteria,GCF_000153465.1,66.74 ,mesophilic
bacteria,GCF_000421645.1,66.72 ,mesophilic
bacteria,GCF_000179775.1,56.93 ,mesophilic
bacteria,GCF_001953055.1,58.59 ,mesophilic
bacteria,GCF_900102695.1,63.25 ,mesophilic
bacteria,GCF_000688515.1,66.61 ,mesophilic
bacteria,GCF_900128975.1,62.72 ,mesophilic
bacteria,GCF_900177655.1,62.85 ,mesophilic
bacteria,GCF_000230555.1,61.36 ,mesophilic
bacteria,GCF_000423365.1,52.62 ,mesophilic
bacteria,GCF_000429865.1,62.24 ,mesophilic
bacteria,GCF_900215605.1,50.47 ,mesophilic
bacteria,GCF_000521215.1,56.23 ,mesophilic
bacteria,GCF_000168975.1,59.38 ,mesophilic
bacteria,GCF_001999245.1,59.05 ,mesophilic
bacteria,GCF_000158095.2,56.41 ,mesophilic
bacteria,GCF_000148725.1,53.88 ,mesophilic
bacteria,GCF_900142725.1,60.19 ,mesophilic
bacteria,GCF_000382365.1,63.13 ,mesophilic
bacteria,GCF_001418225.1,63.46 ,mesophilic
bacteria,GCF_000192745.1,67.13 ,mesophilic
bacteria,GCF_001310815.1,52.23 ,mesophilic
bacteria,GCF_900104145.1,50.31 ,psychrophilic/psychrotrophilic
bacteria,GCF_000422785.1,55.08 ,psychrophilic/psychrotrophilic
bacteria,GCF_003258835.1,65.39 ,mesophilic
bacteria,GCF_000422965.1,63.00 ,mesophilic
bacteria,GCF_000425185.1,67.19 ,mesophilic
bacteria,GCF_900231165.1,63.97 ,mesophilic
bacteria,GCF_000380505.1,65.90 ,mesophilic
bacteria,GCF_000423225.1,67.13 ,mesophilic
bacteria,GCF_900129325.1,64.51 ,mesophilic
bacteria,GCF_000374525.1,67.20 ,mesophilic
bacteria,GCF_900148505.1,67.84 ,mesophilic
bacteria,GCF_004114975.1,63.26 ,mesophilic
bacteria,GCF_000473045.1,62.97 ,mesophilic
bacteria,GCF_000515415.1,63.17 ,mesophilic
bacteria,GCF_000244935.1,63.14 ,mesophilic
bacteria,GCF_000244915.1,63.41 ,mesophilic
bacteria,GCF_000284375.1,63.67 ,mesophilic
bacteria,GCF_000011365.1,64.06 ,mesophilic
bacteria,GCF_000374205.1,64.05 ,mesophilic
bacteria,GCF_000472945.1,63.96 ,mesophilic
bacteria,GCF_000473065.1,63.38 ,mesophilic
bacteria,GCF_001641635.1,63.22 ,mesophilic
bacteria,GCF_000472925.1,62.64 ,mesophilic
bacteria,GCF_000472385.1,62.01 ,mesophilic
bacteria,GCF_000472425.1,62.20 ,mesophilic
bacteria,GCF_000026145.1,65.51 ,mesophilic
bacteria,GCF_000015165.1,64.81 ,mesophilic
bacteria,GCF_000239815.1,63.60 ,mesophilic
bacteria,GCF_000379145.1,63.72 ,mesophilic
bacteria,GCF_000426785.1,63.27 ,mesophilic
bacteria,GCF_001542415.1,63.25 ,mesophilic
bacteria,GCF_000426245.1,62.58 ,mesophilic
bacteria,GCF_000472865.1,62.35 ,mesophilic
bacteria,GCF_000472965.1,62.09 ,mesophilic
bacteria,GCF_000426105.1,62.20 ,mesophilic
bacteria,GCF_000012725.1,62.05 ,mesophilic
bacteria,GCF_006539545.1,61.30 ,mesophilic
bacteria,GCF_000152905.1,60.37 ,mesophilic
bacteria,GCF_000013885.1,61.62 ,mesophilic
bacteria,GCF_000195775.1,65.03 ,mesophilic
bacteria,GCF_003031265.1,65.09 ,mesophilic
bacteria,GCF_000177255.2,65.44 ,mesophilic
bacteria,GCF_000013365.1,66.04 ,mesophilic
bacteria,GCF_000014825.1,64.44 ,mesophilic
bacteria,GCF_000013745.1,64.96 ,mesophilic
bacteria,GCF_000178995.1,61.30 ,mesophilic
bacteria,GCF_000308295.2,60.83 ,mesophilic
bacteria,GCF_003258865.1,69.35 ,mesophilic
bacteria,GCF_000293785.1,69.28 ,mesophilic
bacteria,GCF_002355335.1,62.23 ,mesophilic
bacteria,GCF_000010525.1,67.32 ,mesophilic
bacteria,GCF_000473085.1,68.91 ,mesophilic
bacteria,GCF_000017645.1,67.35 ,mesophilic
bacteria,GCF_005871085.1,67.60 ,mesophilic
bacteria,GCA_003241485.1,67.65 ,mesophilic
bacteria,GCF_000092925.1,67.88 ,mesophilic
bacteria,GCF_002355515.1,69.30 ,mesophilic
bacteria,GCF_000019945.1,69.36 ,mesophilic
bacteria,GCF_900234795.1,68.25 ,mesophilic
bacteria,GCF_000372825.1,66.70 ,mesophilic
bacteria,GCF_001043955.1,70.43 ,mesophilic
bacteria,GCF_001548015.1,70.78 ,mesophilic
bacteria,GCF_001043915.1,69.89 ,mesophilic
bacteria,GCF_001043975.1,70.74 ,mesophilic
bacteria,GCF_000019365.1,71.50 ,mesophilic
bacteria,GCF_000022085.1,68.44 ,mesophilic
bacteria,GCF_000262405.1,63.08 ,mesophilic
bacteria,GCA_000517005.1,61.59 ,mesophilic
bacteria,GCF_001017175.1,61.07 ,mesophilic
bacteria,GCF_000429045.1,71.78 ,mesophilic
bacteria,GCF_001418005.1,67.77 ,mesophilic
bacteria,GCF_900108245.1,64.80 ,mesophilic
bacteria,GCF_900102525.1,66.34 ,mesophilic
bacteria,GCF_900168195.1,67.38 ,mesophilic
bacteria,GCF_000021745.1,63.08 ,mesophilic
bacteria,GCF_002891535.1,62.90 ,mesophilic
bacteria,GCF_000427445.1,61.85 ,psychrophilic/psychrotrophilic
bacteria,GCF_000019845.1,56.98 ,mesophilic
bacteria,GCF_000745425.1,57.24 ,mesophilic
bacteria,GCF_004135935.1,62.31 ,mesophilic
bacteria,GCF_000304315.1,63.40 ,mesophilic
bacteria,GCF_004802635.1,63.02 ,mesophilic
bacteria,GCF_002117405.1,63.18 ,mesophilic
bacteria,GCF_002752655.1,65.79 ,mesophilic
bacteria,GCF_002937075.1,63.93 ,psychrophilic/psychrotrophilic
bacteria,GCF_005144885.1,66.71 ,mesophilic
bacteria,GCF_000384475.1,68.00 ,mesophilic
bacteria,GCF_900116175.1,59.97 ,mesophilic
bacteria,GCF_000253295.1,59.20 ,mesophilic
bacteria,GCF_000143145.1,60.81 ,mesophilic
bacteria,GCF_000230975.2,59.70 ,mesophilic
bacteria,GCF_000503895.1,63.88 ,mesophilic
bacteria,GCF_000828475.1,62.84 ,mesophilic
bacteria,GCF_000166055.1,62.25 ,mesophilic
bacteria,GCF_000509225.1,55.40 ,mesophilic
bacteria,GCF_000017565.1,62.33 ,mesophilic
bacteria,GCF_000293845.2,47.40 ,mesophilic
bacteria,GCF_000469155.1,45.10 ,mesophilic
bacteria,GCF_000014065.1,60.06 ,mesophilic
bacteria,GCF_000511385.1,59.44 ,mesophilic
bacteria,GCF_002407245.1,60.09 ,mesophilic
bacteria,GCF_000473105.1,59.98 ,mesophilic
bacteria,GCF_001888185.1,58.58 ,mesophilic
bacteria,GCF_000473205.1,59.27 ,psychrophilic/psychrotrophilic
bacteria,GCF_000152965.1,57.45 ,mesophilic
bacteria,GCF_000169455.1,57.02 ,mesophilic
bacteria,GCF_001678945.1,59.50 ,mesophilic
bacteria,GCF_000473145.1,64.34 ,mesophilic
bacteria,GCF_000473325.1,63.27 ,mesophilic
bacteria,GCF_000473165.1,61.36 ,mesophilic
bacteria,GCF_000511355.1,62.33 ,mesophilic
bacteria,GCF_900182615.1,56.71 ,mesophilic
bacteria,GCF_001458295.1,56.75 ,mesophilic
bacteria,GCF_000192475.1,55.70 ,mesophilic
bacteria,GCF_900106805.1,56.50 ,mesophilic
bacteria,GCF_000158135.1,57.67 ,mesophilic
bacteria,GCF_000161775.1,62.97 ,mesophilic
bacteria,GCF_000011965.2,64.07 ,mesophilic
bacteria,GCF_900109035.1,65.97 ,mesophilic
bacteria,GCF_000429365.1,63.57 ,mesophilic
bacteria,GCF_900156525.1,66.48 ,mesophilic
bacteria,GCF_900108275.1,66.02 ,mesophilic
bacteria,GCF_000473225.1,60.77 ,mesophilic
bacteria,GCF_000172095.1,59.52 ,mesophilic
bacteria,GCF_000156335.1,58.74 ,mesophilic
bacteria,GCF_900116285.1,56.92 ,mesophilic
bacteria,GCF_900106935.1,60.26 ,mesophilic
bacteria,GCF_000014045.1,58.88 ,mesophilic
bacteria,GCF_000154785.2,57.23 ,mesophilic
bacteria,GCF_900129395.1,61.75 ,mesophilic
bacteria,GCF_002222635.1,59.53 ,mesophilic
bacteria,GCF_000472185.1,49.73 ,mesophilic
bacteria,GCF_000156115.1,53.30 ,mesophilic
bacteria,GCF_000152845.1,60.81 ,mesophilic
bacteria,GCF_000768555.3,61.92 ,mesophilic
bacteria,GCF_900109455.1,63.14 ,mesophilic
bacteria,GCF_900142625.1,60.26 ,mesophilic
bacteria,GCF_900156535.1,63.26 ,mesophilic
bacteria,GCF_000170875.1,61.85 ,mesophilic
bacteria,GCF_900142665.1,62.00 ,mesophilic
bacteria,GCF_000152625.1,63.91 ,mesophilic
bacteria,GCF_001458255.1,59.81 ,mesophilic
bacteria,GCF_001458435.1,58.72 ,mesophilic
bacteria,GCF_900182725.1,59.09 ,mesophilic
bacteria,GCF_900110775.1,60.55 ,mesophilic
bacteria,GCF_900100005.1,62.87 ,mesophilic
bacteria,GCF_000423645.1,63.83 ,mesophilic
bacteria,GCF_900107355.1,55.66 ,mesophilic
bacteria,GCF_900114415.1,58.04 ,mesophilic
bacteria,GCF_900114635.1,60.41 ,mesophilic
bacteria,GCF_900142085.1,54.92 ,mesophilic
bacteria,GCF_001458335.1,54.44 ,mesophilic
bacteria,GCF_900110425.1,63.22 ,mesophilic
bacteria,GCF_002237555.1,61.54 ,mesophilic
bacteria,GCF_900188425.1,62.70 ,mesophilic
bacteria,GCF_000169415.1,65.05 ,mesophilic
bacteria,GCF_900176475.1,63.21 ,mesophilic
bacteria,GCF_900107235.1,67.15 ,mesophilic
bacteria,GCF_001969385.1,66.62 ,mesophilic
bacteria,GCF_001975705.1,65.67 ,mesophilic
bacteria,GCF_000153725.1,66.44 ,mesophilic
bacteria,GCF_900102075.1,67.30 ,mesophilic
bacteria,GCF_003111685.1,66.52 ,mesophilic
bacteria,GCF_900116195.1,66.30 ,mesophilic
bacteria,GCF_900100085.1,66.51 ,mesophilic
bacteria,GCF_000442255.1,67.27 ,mesophilic
bacteria,GCF_900109705.1,67.69 ,mesophilic
bacteria,GCF_900156805.1,66.10 ,mesophilic
bacteria,GCF_900108225.1,57.97 ,mesophilic
bacteria,GCF_900188035.1,60.83 ,mesophilic
bacteria,GCF_900129875.1,60.37 ,mesophilic
bacteria,GCF_900109145.1,65.05 ,mesophilic
bacteria,GCF_000152725.1,66.10 ,mesophilic
bacteria,GCF_000688295.1,67.93 ,mesophilic
bacteria,GCF_900115865.1,58.82 ,mesophilic
bacteria,GCF_000169435.1,55.47 ,mesophilic
bacteria,GCF_900156505.1,57.73 ,mesophilic
bacteria,GCF_900114675.1,57.47 ,mesophilic
bacteria,GCF_000152785.1,59.96 ,mesophilic
bacteria,GCF_002158905.1,60.72 ,mesophilic
bacteria,GCF_000382265.1,61.85 ,mesophilic
bacteria,GCF_900115105.1,56.88 ,mesophilic
bacteria,GCF_900129845.1,54.45 ,mesophilic
bacteria,GCF_900128995.1,64.88 ,mesophilic
bacteria,GCF_900102015.1,70.26 ,mesophilic
bacteria,GCF_000379485.1,70.55 ,mesophilic
bacteria,GCF_900141735.1,71.18 ,mesophilic
bacteria,GCF_000600335.2,69.67 ,mesophilic
bacteria,GCF_000442315.1,69.18 ,thermophilic
bacteria,GCF_001187845.1,54.68 ,mesophilic
bacteria,GCF_000155675.2,54.62 ,psychrophilic/psychrotrophilic
bacteria,GCF_000155735.2,55.15 ,psychrophilic/psychrotrophilic
bacteria,GCF_000161835.1,55.25 ,mesophilic
bacteria,GCF_000153305.1,70.41 ,mesophilic
bacteria,GCF_000819565.1,65.74 ,mesophilic
bacteria,GCF_900102315.1,58.11 ,mesophilic
bacteria,GCF_001308265.1,56.24 ,mesophilic
bacteria,GCF_900109555.1,52.02 ,mesophilic
bacteria,GCF_000812665.2,53.16 ,mesophilic
bacteria,GCF_900129235.1,58.06 ,mesophilic
bacteria,GCF_000169395.1,49.05 ,mesophilic
bacteria,GCA_000738435.1,53.64 ,mesophilic
bacteria,GCF_000152805.1,64.13 ,mesophilic
bacteria,GCF_900109955.1,58.69 ,mesophilic
